age,gender,height,weight
22569,1,152,75
17450,1,167,72
17522,2,168,59
20462,1,163,70
21369,2,160,61
18410,1,167,79
19787,1,161,103
21694,1,170,71
22495,1,174,75
21715,1,149,61
14623,2,160,58
21279,1,167,64
21084,2,164,65
20435,1,155,95
23432,1,160,73
15278,1,166,91
18954,1,170,60
21376,2,182,83
21002,1,169,69
22439,1,158,58
23281,1,153,70
16184,2,174,79
14512,2,174,93
15434,2,170,65
23532,2,169,70
21985,1,178,74
23281,2,165,75
22061,1,163,99
16117,1,154,45
19153,1,163,60
16799,1,165,83
17624,1,158,84
17690,1,165,78
19435,1,160,70
18182,2,165,67
14411,2,170,98
16089,1,157,71
18941,1,169,72
18894,2,175,85
15294,2,164,58
18741,2,175,67
15959,1,154,52
18162,1,150,62
22742,1,160,59
23509,2,173,101
18000,2,178,74
20886,2,176,111
18137,1,167,90
19544,1,172,80
17450,1,170,80
17410,1,160,90
19840,1,149,69
17633,2,176,70
15218,2,168,87
19713,1,156,88
17445,2,158,68
21195,1,155,70
15958,1,160,66
21837,1,163,76
19446,2,170,82
20403,2,165,66
18153,2,180,82
21876,1,150,75
15526,1,163,63
19645,1,160,73
14710,1,168,64
17631,1,156,80
20529,1,152,115
17269,1,155,83
15977,1,159,82
20724,1,164,80
17564,1,159,54
20565,1,167,81
17050,2,169,72
21888,2,168,70
22187,1,156,65
19056,2,170,59
21842,2,175,70
14799,2,172,71
20261,2,165,65
20010,2,174,97
18975,2,180,180
21479,1,156,79
21256,2,175,83
22388,2,158,69
21001,2,165,85
21750,2,164,68
23605,1,157,68
15790,2,180,86
21804,2,162,81
18168,1,163,68
19908,1,158,81
18943,1,158,62
23386,2,163,67
19083,1,148,89
19257,1,181,86
21212,2,161,76
21074,2,162,93
15963,1,168,58
18956,2,166,69
19614,1,160,69
18420,1,160,67
20360,2,166,65
14771,1,160,83
19752,1,152,55
20307,1,155,50
20385,1,159,80
19580,1,169,62
21036,1,156,93
19730,1,174,76
21240,1,163,68
23155,2,165,58
14405,2,158,64
18786,1,159,70
16624,2,168,100
18942,2,167,63
21830,2,168,71
15500,1,158,55
22348,1,162,67
21796,1,156,78
19486,2,166,65
19156,1,158,54
23578,2,168,70
23235,1,166,95
15365,1,167,61
18748,1,171,73
22662,2,168,90
17603,2,170,80
21166,1,168,71
17352,1,168,78
18939,2,178,62
18190,1,163,59
22453,1,168,99
19739,2,175,80
17626,2,165,72
21276,2,174,68
19103,1,154,58
14745,1,167,72
16866,1,158,50
14401,1,161,54
19261,1,155,62
18394,2,171,65
18136,1,163,94
17656,2,173,96
20240,2,170,83
15116,1,169,68
18848,1,153,82
23272,1,153,59
18835,1,155,58
19655,1,163,65
15375,1,170,93
19854,1,165,69
16686,1,165,60
20538,1,163,69
21740,1,159,62
22722,2,170,93
23319,1,165,62
22719,1,167,66
21189,1,163,112
23357,1,170,65
21822,1,168,70
18517,1,166,68
18252,1,165,63
22475,2,188,93
15316,1,159,62
15125,1,164,63
23194,2,170,64
20450,1,160,85
19757,1,150,65
18687,1,164,97
15168,2,175,98
19119,1,157,79
21885,1,152,52
18766,1,166,93
18277,1,174,92
22043,2,168,78
16172,2,167,71
21674,1,167,95
21590,1,161,95
22588,2,174,75
17377,1,110,70
17814,1,160,64
14610,2,170,86
15945,1,160,60
14636,1,161,60
21745,2,169,58
14412,1,160,84
18785,1,150,62
18875,1,171,29
16681,2,164,55
15374,1,170,79
20409,1,163,69
16610,1,157,83
20567,1,160,68
21773,1,164,85
16298,2,165,72
17533,1,155,67
20394,1,162,68
23300,1,154,81
19005,1,156,68
19457,1,163,77
14600,1,168,63
16244,2,164,80
20310,2,160,80
22620,1,168,88
21018,2,168,74
21173,2,179,72
20434,2,170,75
14610,2,180,84
16091,2,167,76
21990,1,162,91
17332,2,175,92
19901,1,165,59
18931,1,158,50
14582,1,162,50
22012,1,159,54
18438,1,159,60
18932,1,149,84
22826,2,170,82
22485,1,170,67
19897,2,172,79
22044,1,160,60
15321,1,170,60
14668,1,164,83
19564,1,164,63
15182,1,147,53
15076,2,181,67
15369,2,165,62
18850,1,151,69
20401,1,155,66
20134,2,172,75
20373,1,165,93
21165,1,158,81
23332,1,165,78
21142,1,160,68
19648,1,170,70
19053,2,160,72
14727,1,158,62
21973,2,167,58
15890,1,160,55
20459,1,160,88
20396,1,160,60
18137,1,161,57
17998,1,158,68
14502,2,175,74
14832,1,168,75
23406,2,171,85
19791,1,158,69
19117,1,164,85
21162,2,169,78
18720,1,171,69
21271,2,172,85
16714,2,178,86
21708,1,155,79
21721,2,168,73
22602,1,168,84
21243,1,160,90
22002,1,165,84
21323,2,178,90
19822,2,169,78
18099,1,156,58
21979,1,160,80
22627,1,152,62
14528,1,162,72
14544,1,163,73
14425,1,160,60
21407,1,152,72
22059,1,168,72
19677,1,169,69
18156,2,165,68
20921,1,157,89
21328,2,170,70
18293,1,158,80
18283,2,180,104
19697,1,160,80
19813,1,158,63
16967,2,172,65
19007,1,161,61
21254,2,175,92
17331,2,178,100
18824,1,164,85
23308,2,173,78
22679,2,176,126
19567,1,158,88
23543,1,170,69
19592,1,162,109
16924,2,177,94
20461,2,175,108
17233,1,152,83
16641,1,161,74
20329,2,168,69
21156,1,156,58
16680,1,165,62
22538,1,162,67
17376,1,160,90
17599,2,167,80
20462,1,156,72
19578,1,167,85
18321,1,160,83
17395,1,167,52
18435,2,168,65
15399,2,170,72
21199,1,168,75
20514,1,149,70
19609,1,165,60
22622,2,174,92
22023,1,168,70
21111,1,156,75
19681,1,175,80
16802,1,168,71
16092,2,164,60
22690,2,159,63
19766,2,165,60
20325,1,163,78
20211,2,173,95
17434,1,169,67
17497,1,155,60
20507,2,174,65
19151,1,170,65
15193,1,163,75
21245,1,165,65
22087,1,156,63
17410,2,165,68
19579,2,181,95
21226,1,168,84
19720,2,165,63
23254,1,172,62
21103,2,140,100
17282,2,176,80
21846,1,153,66
19514,2,164,90
18320,1,158,66
18198,1,170,65
19020,2,166,51
20259,1,165,78
17285,1,167,89
20259,1,162,82
21188,1,168,82
18115,1,171,79
16838,1,168,72
16506,1,160,70
18716,2,168,79
18301,1,158,61
19661,1,162,73
20286,1,164,79
18935,1,165,75
19897,1,162,75
21873,1,156,49
19628,2,176,85
14456,1,162,96
15917,2,178,87
23162,2,174,93
21642,1,157,93
18204,1,160,100
21048,1,156,71
17432,2,170,80
14537,2,168,63
21841,1,166,120
18250,2,173,89
19632,1,165,68
21771,2,170,88
21956,2,165,62
18424,1,162,78
18083,2,182,85
18704,1,165,125
18568,1,156,57
21146,2,185,102
14673,2,185,96
20393,2,169,65
22566,1,160,70
21790,2,178,77
22824,1,155,85
19060,2,172,70
16588,1,169,117
21121,2,173,85
21919,1,157,78
21915,1,156,100
20414,1,160,78
19642,2,169,68
18148,1,160,77
22643,1,169,70
21920,1,157,83
17618,2,158,49
17353,2,165,74
20477,2,168,66
22771,2,178,90
20648,1,156,70
19498,1,158,68
18088,1,168,55
17391,2,176,90
19125,2,164,113
21388,2,177,72
17631,1,165,80
21971,2,158,67
23180,1,158,86
18007,1,158,61
14563,1,164,70
19047,2,168,67
16727,1,164,119
21681,1,153,50
15950,1,170,80
18962,2,187,84
23561,1,165,78
19570,2,162,95
23300,1,166,68
19563,2,164,73
22743,1,185,85
21258,1,154,74
19713,1,158,62
19180,1,162,61
16801,1,163,104
20522,2,176,76
16037,1,162,58
20169,1,170,92
19022,1,166,73
21643,1,165,69
16306,2,167,73
16612,1,161,60
21841,1,158,70
22635,2,165,58
15873,1,160,60
21873,2,165,95
16207,1,168,57
22388,2,183,89
21916,1,165,83
22519,1,150,61
23397,2,159,66
22488,1,171,74
20608,2,164,56
18184,2,167,63
21169,1,165,60
22755,1,162,64
21855,2,165,76
21891,1,152,74
21131,2,165,67
20260,1,158,65
14392,2,173,103
19034,2,175,78
18387,1,160,67
23267,2,167,67
18355,1,162,64
18187,1,168,67
23414,2,184,100
21333,2,169,89
18962,1,158,62
19518,1,168,65
22518,1,159,63
20403,1,157,52
20342,1,159,75
20372,1,162,87
16520,1,153,73
20578,1,158,75
20491,2,178,82
16773,1,170,67
20369,2,173,87
14613,1,165,69
23068,2,165,74
19533,1,167,120
20275,1,169,67
23385,1,150,57
23464,2,160,63
20369,2,177,101
21016,2,176,74
14694,1,151,76
20930,2,166,100
19720,1,152,71
15186,2,159,68
14548,1,162,64
21457,1,168,68
19682,2,159,67
22695,1,159,65
22072,1,165,72
22774,2,165,65
17574,2,160,52
16562,1,165,78
18038,1,163,140
20167,1,160,73
19668,1,150,68
18144,2,168,62
22438,1,150,47
21189,1,165,65
19760,1,160,82
19055,1,167,74
16268,1,159,61
18080,1,155,80
14798,1,174,84
19607,1,165,85
21706,1,160,79
22870,1,157,60
19659,1,164,80
21786,1,178,72
23402,2,169,91
21206,1,158,60
21038,2,180,90
20439,2,172,75
22531,1,163,109
18899,2,165,65
21809,1,154,65
21025,2,170,93
15909,2,168,62
20301,1,153,80
17297,1,165,64
22801,2,158,58
14579,2,172,79
21996,1,170,67
23265,1,150,67
15978,1,158,60
23107,1,159,60
23408,1,164,68
21340,2,159,67
21972,1,176,98
21941,2,168,84
14732,1,163,70
19687,1,156,65
19840,1,154,60
18365,1,189,80
19732,2,170,70
20336,2,170,60
22566,1,156,58
19048,2,175,92
16777,1,162,64
15239,1,167,66
20536,2,169,91
20407,2,165,68
23379,1,164,87
15348,1,155,71
21729,2,164,63
15219,2,179,100
17372,1,160,96
16782,1,156,65
15196,2,170,65
15933,1,150,60
22693,1,169,65
23173,1,161,45
23454,1,154,90
19729,1,158,64
15435,2,173,80
23242,1,164,70
19626,1,164,81
21646,1,157,73
19531,2,167,83
19757,1,158,59
20340,1,158,70
21821,1,162,76
21808,1,163,81
23459,1,170,90
21249,1,160,75
20432,2,160,65
20475,1,153,88
18750,2,190,87
21812,1,153,61
18394,1,169,69
19595,1,158,46
20557,1,160,60
20361,1,161,68
21916,1,160,90
21913,2,168,84
19001,1,175,85
20540,2,168,74
18794,1,165,78
15863,1,170,68
18844,1,153,65
19894,1,160,80
21161,1,175,80
16015,1,161,57
19771,2,160,79
18278,1,168,80
18967,2,167,61
20984,1,165,100
18854,2,168,73
23338,1,157,90
18984,1,160,79
15277,1,170,80
21920,2,160,71
22073,1,171,72
21213,1,153,118
19499,1,158,68
20370,2,166,90
21748,1,168,86
21801,1,162,68
20347,1,149,85
18318,1,155,80
19975,1,168,72
22397,1,160,63
20481,2,164,79
16673,2,165,65
21840,2,180,78
19912,2,168,72
20991,1,162,62
21090,1,152,65
19168,2,180,98
22661,1,165,81
19612,2,168,86
18196,2,160,55
19734,2,174,71
23494,1,158,64
18131,1,150,65
21071,1,160,92
18136,2,174,87
16775,1,166,62
15985,2,164,91
19099,1,158,72
23588,1,162,58
22656,2,178,88
19752,1,157,63
14671,2,165,78
20369,2,160,79
19670,1,165,65
21897,1,158,65
17511,1,158,115
22595,1,168,75
20442,1,173,71
19904,1,157,61
15288,2,166,68
20970,1,150,69
17423,2,180,95
18154,2,164,62
17577,2,171,59
17496,2,173,56
15205,2,171,71
21242,2,169,68
16614,1,152,64
18351,1,162,74
18222,2,162,56
18392,2,177,75
23149,2,170,84
19867,1,163,72
16040,1,150,52
23406,2,180,76
19548,2,162,72
18469,1,168,66
19537,2,172,104
23281,1,173,75
14363,2,168,64
21424,2,182,63
21670,1,170,76
15993,1,164,55
16289,1,178,72
20444,1,152,51
21890,1,170,70
15961,2,168,78
20505,1,164,64
21182,2,173,69
21134,2,180,90
21667,1,162,60
18301,2,167,70
23351,1,152,66
21243,1,160,65
20497,1,168,94
17395,2,163,70
23507,1,152,70
19460,1,159,110
14485,2,169,73
18317,1,154,67
15197,2,155,55
19832,1,164,85
21945,2,172,84
23333,1,144,48
20626,1,158,58
20536,2,171,66
22519,2,172,69
14483,1,161,62
15817,2,164,89
21637,1,164,71
18371,1,153,85
22553,2,167,62
15315,1,164,62
16277,1,156,60
21322,2,173,82
22017,2,171,83
19048,2,172,74
19796,1,164,71
18848,1,159,67
15343,2,174,78
20557,1,161,65
18815,2,171,82
14368,1,155,80
21103,1,150,67
20377,2,175,69
21305,1,163,60
17551,2,156,69
18829,1,153,82
22526,1,160,98
18330,2,168,70
20609,2,172,75
18842,2,179,72
20433,2,158,74
18272,2,175,95
18872,2,171,62
21776,1,160,60
18017,1,167,92
18461,2,153,57
20468,1,157,62
21791,1,171,68
23491,1,164,64
22662,1,175,75
23343,1,155,74
20380,1,155,80
18104,1,157,88
16873,2,179,96
20336,1,167,60
23307,2,168,68
15836,1,162,65
18154,2,155,50
20982,2,168,98
21298,1,164,62
19827,2,170,83
22792,2,160,75
16889,2,169,65
22570,1,156,73
18109,1,165,68
20528,1,148,68
15369,1,159,69
19777,1,160,108
15688,1,170,75
18312,2,163,64
22692,2,172,71
23515,1,153,74
17319,1,157,49
21782,1,157,65
22780,2,178,79
16092,1,188,85
17581,1,164,96
22774,2,176,84
19601,1,160,70
17353,1,160,75
21903,1,163,78
22017,1,149,65
21859,2,169,72
14793,1,160,105
21858,1,163,58
21817,1,165,100
21849,1,157,77
21985,1,167,81
19238,2,174,92
16803,1,172,95
17217,2,165,65
21765,1,164,81
22558,1,154,76
15900,1,165,82
18177,2,170,68
17348,1,165,100
16075,1,156,54
22552,1,162,62
18189,2,178,75
17302,1,163,59
22633,1,172,69
22700,1,155,43
18338,1,172,74
20493,1,158,91
16738,1,152,68
21082,1,168,72
16770,2,172,70
23212,2,163,80
21844,1,166,76
19019,2,168,78
23372,1,160,105
19670,2,172,80
22624,1,153,63
23401,1,158,57
21901,2,172,75
22913,2,165,75
22685,1,145,78
15182,1,162,60
15345,1,163,65
19583,1,160,60
18372,1,170,68
22039,1,150,76
18767,1,164,59
22557,1,159,68
17742,1,158,65
15191,2,178,106
17060,2,170,80
20570,1,157,52
20939,2,180,183
20126,2,170,80
14414,1,159,47
21057,2,176,95
23324,2,168,71
19979,2,174,76
22457,1,156,70
16916,1,160,81
22820,1,160,70
14364,1,163,58
21816,1,165,70
18728,2,172,75
17296,1,160,112
21141,1,160,67
14765,2,165,65
18799,1,172,70
19447,2,175,83
19493,2,176,86
19714,2,169,69
19569,1,161,68
14480,1,151,61
21105,2,173,86
22653,1,168,95
17334,1,170,75
21173,1,184,70
21188,1,158,70
22599,1,160,61
16969,2,174,71
18314,2,170,65
15177,1,157,95
19621,1,155,73
20458,2,172,74
23435,1,164,94
15327,1,168,68
22508,1,164,95
19749,1,158,60
21279,1,158,68
22093,1,167,79
23244,1,163,72
20385,1,158,62
17390,1,159,64
21938,1,156,56
15301,2,176,58
21359,2,176,108
18202,2,168,97
17408,1,156,58
18927,1,164,90
21781,1,155,56
16894,1,157,63
23350,2,164,73
19570,1,154,68
23417,2,174,106
22618,2,170,85
22614,2,170,98
17965,1,157,87
19579,1,162,64
16770,1,170,69
21156,2,166,66
21283,2,172,95
23553,1,160,60
19666,1,155,50
23154,2,174,53
21185,2,172,72
22059,2,170,71
21232,2,168,74
19030,2,170,74
20412,1,162,61
18288,2,167,73
15049,2,182,85
16180,2,168,68
20477,1,168,80
14492,1,162,75
22021,1,153,57
18978,1,170,73
15202,2,168,75
21257,1,165,95
17312,1,153,62
16615,2,196,180
19782,2,174,78
18859,2,176,70
23566,2,152,68
15940,2,170,83
21661,1,160,66
18318,1,160,84
21925,1,166,72
17559,2,170,86
19660,1,164,65
14408,2,166,123
21874,1,162,65
14769,2,162,78
22043,1,162,62
20525,1,159,105
18947,2,174,90
22907,1,167,60
20521,2,161,56
16681,1,163,78
20351,1,157,68
20497,1,175,91
21185,2,170,69
21274,2,160,55
19253,2,154,49
23436,2,168,81
19821,1,162,65
21063,1,159,65
20367,1,158,65
19022,1,167,87
17543,1,167,58
21171,1,164,83
18257,2,185,78
16821,1,150,51
20557,1,165,72
21204,1,168,78
17660,2,170,85
21126,1,160,84
21734,1,164,50
15862,1,168,65
18864,1,149,56
20483,2,174,81
23269,2,169,64
19475,1,160,60
20328,1,158,85
15085,1,153,65
20310,1,162,70
20603,1,165,100
14670,1,168,120
20366,1,172,86
23249,1,167,85
21751,1,156,83
19539,1,170,72
22070,2,156,80
20233,1,163,70
17051,2,175,79
23541,1,160,58
21835,2,180,97
21714,1,164,93
23307,1,154,72
22744,2,163,75
17398,2,173,103
17394,1,180,95
23346,1,165,95
18392,2,165,70
21071,1,157,80
14667,2,163,73
20606,1,163,62
19215,2,168,70
20521,1,168,68
17340,2,155,64
22203,2,163,71
15131,1,164,63
19638,1,167,61
14628,2,172,56
21163,1,168,60
22673,2,172,103
18815,1,156,89
18899,1,164,69
19116,1,158,57
23334,1,160,80
15107,2,170,69
19674,1,160,98
21863,1,159,96
22668,1,168,75
14597,2,175,72
19925,1,175,78
21171,2,173,109
20326,1,160,79
19793,1,170,120
14635,1,166,81
21747,2,170,77
16164,1,131,61
17549,1,170,79
16089,1,162,62
20507,1,161,85
23217,1,166,117
19647,1,161,83
18358,1,156,71
21809,1,155,83
19979,1,162,67
17550,1,159,72
20965,1,160,63
21890,1,145,58
20533,1,148,56
21045,1,157,85
20990,2,180,100
22781,1,164,77
14713,1,164,66
18999,1,160,60
21911,1,152,82
19870,1,170,72
16792,1,166,83
15209,1,161,86
16767,1,146,73
19520,1,160,60
23270,1,169,69
22809,1,152,52
16100,1,169,70
21342,2,181,79
18498,2,175,78
18247,2,179,104
16730,1,158,62
21022,2,174,75
18323,1,164,64
15450,2,157,53
16940,1,156,56
19978,1,151,91
19626,1,164,75
18725,1,168,73
23212,1,161,71
17471,2,170,85
16836,1,150,51
18134,2,177,81
15250,1,156,65
22372,1,172,73
21241,2,170,74
20355,1,162,61
21344,1,153,97
18347,1,165,73
22593,1,153,79
22446,1,156,80
17375,1,162,110
18306,2,161,75
17598,2,173,67
18383,1,169,63
21003,1,151,87
22619,1,150,68
19729,1,167,57
19507,1,150,65
16104,1,158,83
21204,1,155,52
22008,1,158,71
14348,1,156,62
21623,1,168,70
19851,1,150,67
19190,1,160,61
19856,1,168,69
21328,1,165,65
14685,2,153,60
21306,2,168,72
16870,2,166,60
20325,1,161,62
19651,1,158,66
18759,2,168,93
18199,1,155,44
21032,1,175,87
20298,1,167,78
19635,1,160,61
19541,1,172,88
20533,1,164,61
22058,1,155,50
16651,1,169,65
23454,2,166,58
21011,1,170,55
19737,1,161,81
18081,2,175,68
18343,1,168,65
20391,2,160,61
19201,1,165,65
17613,1,150,80
16975,1,160,101
15236,1,160,78
21223,2,166,67
18326,1,155,80
18119,1,162,60
16147,1,158,70
21083,1,153,75
15369,1,165,65
18259,1,165,71
21972,1,163,68
18902,2,168,84
21741,2,176,92
21046,1,168,65
19797,2,170,85
22762,1,154,103
21320,1,143,81
18776,2,185,82
18766,1,144,80
18843,1,156,90
18946,2,172,75
23275,2,164,70
23200,1,154,45
15910,1,160,75
21930,1,152,60
19610,1,175,70
18963,1,160,55
21064,2,163,72
23577,2,160,67
22855,1,165,85
18942,1,165,64
19089,2,167,80
22709,2,164,66
18318,1,154,60
18329,1,160,76
20382,2,168,69
19709,2,162,60
23291,1,158,63
20986,1,145,65
18989,2,165,69
21351,2,166,75
22088,1,156,67
21059,1,158,103
16624,1,156,62
18826,1,163,98
18286,1,164,67
18165,1,158,98
18919,1,167,75
19875,1,168,79
22674,1,161,96
19752,2,166,56
23354,1,149,52
18811,2,167,65
20398,1,150,90
19118,1,156,58
17487,2,179,87
16695,2,166,67
21950,1,168,65
19727,1,165,76
22638,1,161,71
22770,1,151,83
18320,2,120,80
21142,2,174,95
16771,1,174,65
17394,2,171,88
18525,1,159,61
22635,1,148,57
15350,1,150,61
18006,2,166,108
20278,2,160,80
15881,1,154,73
21836,1,166,74
20317,1,176,74
23239,2,163,90
20983,1,164,96
21876,2,176,105
15341,2,170,80
22467,2,169,93
18503,1,159,61
19728,1,154,68
14691,1,165,65
19609,1,154,54
18933,1,167,99
21296,1,166,85
16526,2,181,104
18073,2,164,93
15104,2,170,70
19826,1,149,69
16789,2,165,66
20303,2,163,75
23365,2,178,82
19560,1,156,97
16791,1,167,69
21149,1,165,64
17367,1,160,86
23406,1,162,75
21648,1,169,69
20366,1,150,76
18427,1,165,78
18976,1,158,72
19808,1,159,60
17513,2,168,67
20576,1,158,78
20448,1,165,65
15844,1,164,75
14706,1,156,55
17520,2,167,62
19714,1,156,69
23373,2,172,84
23290,2,182,78
18994,2,170,75
19492,1,164,94
17662,1,172,82
19709,1,170,70
15859,2,175,107
18240,1,160,92
18405,1,165,65
23475,1,171,73
19123,1,169,69
20539,2,164,92
19444,1,158,90
21232,2,166,63
15537,2,165,64
16768,2,171,69
19834,1,174,61
20370,1,155,64
17646,2,168,60
16725,2,169,63
15292,1,164,62
20975,2,183,87
22034,1,170,80
21737,1,165,55
22484,2,167,63
18811,2,171,85
16829,2,166,83
21353,1,154,72
19119,1,166,68
21231,1,158,58
15824,2,177,90
19814,2,169,68
15585,2,168,70
14722,1,152,58
15983,1,156,74
19117,2,170,70
19700,1,156,53
18838,1,154,73
14707,1,156,78
17448,1,160,98
21184,1,150,80
19594,2,173,72
20251,1,165,99
21790,1,151,62
20249,1,168,64
21695,1,169,60
17251,2,169,83
16219,2,170,75
18740,1,156,84
22333,1,159,105
16517,2,175,95
19098,1,165,95
23305,2,158,63
17629,1,157,59
21115,2,162,88
23371,2,169,85
20346,2,172,82
21189,2,165,68
19927,1,160,56
20300,1,165,60
23131,1,150,58
19430,1,163,56
14391,1,175,68
19089,1,163,48
16035,1,167,110
15308,2,170,72
20534,1,164,70
22014,1,165,60
22528,1,164,102
17688,1,175,75
17565,2,161,58
20460,2,168,94
21736,2,179,87
23306,2,180,85
21016,1,157,100
20944,2,169,93
20356,1,158,69
15197,1,167,74
20278,1,157,53
23460,1,167,65
19541,1,162,74
21737,1,157,80
19649,2,169,63
21292,1,160,79
21296,2,169,75
18905,1,160,90
21747,1,165,60
22443,2,165,70
23279,1,158,71
20401,1,165,95
18195,1,180,70
19759,1,162,76
19533,2,170,98
23266,1,145,45
23285,2,169,79
21335,1,169,62
22568,1,160,77
18073,1,171,58
15289,1,153,54
18928,2,172,78
21878,1,172,68
17510,1,164,78
18602,1,165,65
17249,1,170,80
21769,1,142,105
22584,1,158,76
23427,1,160,71
21808,1,150,60
20199,1,156,58
15814,1,158,57
17481,1,147,41
16738,1,174,84
19863,2,167,83
16185,2,168,70
23355,2,156,60
15989,1,162,72
15519,1,161,60
20486,1,160,58
19128,1,152,55
19812,2,155,55
15176,1,147,72
21706,1,178,96
16660,1,170,93
20424,1,165,68
15200,1,171,71
19836,1,159,60
21194,2,169,81
23425,1,159,93
20481,1,165,65
18550,1,158,63
19765,2,178,85
19792,1,167,84
20959,1,163,91
19678,1,158,64
21944,1,163,84
18938,1,168,74
18921,1,167,58
20431,1,167,94
17467,2,182,94
18956,2,165,178
18518,2,167,63
18008,1,162,68
20470,2,178,82
19860,1,157,57
14420,1,161,62
16796,1,156,62
21844,2,169,76
20766,1,160,75
19046,2,172,90
21098,1,164,66
17412,2,171,61
23488,1,179,83
15811,2,193,120
23159,1,162,80
19532,2,150,53
21440,2,172,82
16635,1,156,62
19131,2,159,59
17640,1,172,75
20459,1,152,75
20344,2,168,67
20209,1,158,78
21333,2,172,70
21168,1,154,77
14587,2,171,59
20340,2,178,120
20497,2,165,79
14446,1,159,84
21880,1,163,69
22496,2,160,60
19651,1,175,76
20243,1,151,93
18046,2,182,100
20474,2,167,92
20290,1,168,66
19284,1,153,70
19039,1,165,72
18310,2,170,73
16151,2,169,72
15296,2,161,68
19822,1,163,80
22102,1,155,57
21874,1,168,71
19697,2,166,79
19024,2,167,55
14720,1,164,99
21992,1,160,60
18243,2,168,58
19556,2,166,77
18182,1,169,65
19570,1,169,69
21200,1,168,74
18723,2,166,83
21361,2,165,66
17329,1,158,59
20426,1,161,49
21122,2,170,68
20452,2,170,59
17537,2,178,110
20995,2,152,52
18059,2,170,69
18315,2,172,86
14858,1,150,55
15913,2,174,70
15959,1,164,58
16631,1,165,65
22621,2,175,75
20315,1,175,88
22640,1,148,69
16899,2,170,86
15986,1,160,62
22635,1,160,43
21892,2,177,102
16858,1,168,60
20262,1,153,64
23492,1,171,74
22105,1,165,72
18464,2,165,77
22629,1,145,48
22571,1,155,54
22394,2,168,82
16694,1,170,58
14767,1,168,75
15910,1,166,103
16883,2,183,81
21935,2,163,99
20398,2,167,67
17614,1,161,60
21227,1,165,86
16102,2,170,56
23398,1,156,54
15325,1,162,58
19817,2,180,91
18205,1,174,78
20944,1,170,84
17737,2,165,60
19680,2,160,58
20459,2,176,76
20346,2,169,82
22606,1,154,57
16166,1,154,65
21928,1,160,100
19512,1,159,80
19779,1,156,55
23541,2,167,77
21826,2,159,87
18160,1,165,86
21160,2,173,83
18810,1,165,71
20603,1,168,70
21362,2,183,98
21051,1,151,53
20707,2,170,56
18336,1,164,80
16001,1,156,62
18265,2,162,56
23424,1,165,67
19127,1,149,95
21826,1,169,70
20311,1,161,87
20317,2,169,70
16124,2,159,65
22717,2,184,86
18483,2,173,71
15940,1,166,63
16730,1,160,72
19855,1,153,90
18189,2,172,80
18200,1,170,65
20788,2,179,81
19132,1,154,75
20439,1,165,105
15144,2,175,70
19034,1,161,97
21173,1,162,103
17634,1,162,77
16658,2,162,70
15564,2,162,68
16617,1,165,90
18495,1,169,54
19921,2,167,80
23266,2,162,70
16216,1,155,65
23441,1,164,97
19513,1,167,90
19023,2,174,86
19772,1,158,79
20583,1,165,65
20548,1,168,68
23231,1,160,62
23411,2,159,73
20933,1,158,85
21316,1,155,90
23131,2,184,109
21383,1,166,69
16277,1,159,105
20322,1,162,71
21956,2,162,69
14597,1,167,75
20976,2,161,69
18793,2,169,110
17422,1,161,86
16003,1,168,55
20258,1,168,69
23481,1,163,65
19579,1,148,60
18948,2,169,84
19196,1,168,76
22543,2,168,69
21868,1,158,70
20331,2,165,111
22550,1,168,72
17566,1,146,53
18660,1,158,96
18206,1,162,57
14614,2,170,74
18140,1,163,60
17022,2,160,72
18244,1,165,95
16809,2,173,85
15432,2,158,99
16739,1,166,62
20362,2,162,51
22753,1,155,70
23231,2,176,93
18181,1,167,66
23515,2,164,57
15360,2,160,72
19816,2,164,60
19539,1,155,57
19117,1,167,65
18312,1,169,65
17567,2,169,64
17292,1,168,75
19929,1,150,95
16649,1,160,60
20165,1,155,78
22497,2,165,57
20497,1,165,71
17295,1,161,67
20330,1,154,82
18094,2,167,72
18726,2,160,72
22607,1,176,85
16573,2,172,87
20526,1,156,72
18480,1,167,74
20503,1,150,71
18291,2,169,70
19720,2,176,89
22027,1,154,78
18781,1,158,48
21130,1,174,96
18123,2,170,100
18394,2,176,80
20972,1,162,75
19485,2,160,75
16948,2,164,67
16841,2,168,81
17382,2,182,82
15341,2,177,86
19794,2,172,79
22620,2,165,68
21761,1,166,108
20540,2,175,89
14580,1,164,67
19816,2,178,80
18366,2,165,65
18332,1,157,78
21257,1,154,71
16862,2,178,88
18257,2,169,73
20444,2,167,70
19016,2,150,64
22151,1,159,70
19896,1,162,79
15265,2,175,89
14634,1,162,68
18349,1,170,81
19668,2,169,69
23430,1,160,91
20990,1,161,85
21085,1,169,75
17615,2,164,66
20501,1,175,82
19460,1,165,98
18966,1,160,81
14589,2,167,68
23249,1,160,62
17308,2,170,71
15318,1,153,50
19151,2,163,61
23442,1,154,73
22612,1,165,63
21903,1,162,71
22014,1,161,85
19955,2,169,76
15415,2,168,71
23348,1,150,53
18261,2,178,85
19144,1,175,80
19731,1,156,53
19794,1,160,71
16838,2,178,91
21166,2,180,119
19480,1,152,70
15415,1,156,61
21326,1,160,96
15198,2,171,90
20313,2,161,77
14676,2,173,60
21143,2,172,81
18279,2,165,70
19522,1,159,91
18145,2,175,112
15842,2,169,75
